"[-0.01026928 -0.02378508  0.01066905 -0.03394721  0.0212539  -0.06138726
  0.04492722  0.00926488 -0.04327813  0.0722277   0.0071766   0.00159226
  0.03964005 -0.00264491  0.02921854  0.03610227  0.09425574  0.05449985
  0.05258135 -0.01684542 -0.0788259  -0.00320983 -0.02355105  0.04953103
  0.07063878  0.01586345 -0.07290131  0.00135716  0.06051009 -0.04863489
  0.00971736  0.09264214  0.012613    0.05147627 -0.06654928 -0.01856313
 -0.00292812  0.03459264  0.01178859 -0.07394815  0.00804535 -0.05572627
  0.05750521  0.04886791  0.00077788  0.05570846 -0.02403379  0.00358888
  0.00813648  0.04587256]","[1, 0, 0, 0]"
"[-0.02637913 -0.01719401  0.03224072 -0.02465585  0.00669118  0.00034558
 -0.04231102 -0.00261556  0.00859015  0.03537687 -0.01577056 -0.03274097
 -0.01783602  0.03720325 -0.01911035  0.00052778 -0.06358945 -0.04193914
 -0.07727578  0.0504855   0.04788307  0.08171745 -0.01618859 -0.00800293
  0.02133238  0.04568391  0.01637419  0.03255126 -0.00333653  0.03410281
 -0.0649052  -0.0980906   0.06930792 -0.04587314  0.03857461  0.05217014
  0.03873681 -0.03967027  0.00774472 -0.02419854  0.06456657  0.08788445
 -0.09078468 -0.10064674  0.02512066  0.01553299  0.10196395 -0.03258849
 -0.03511218  0.03605171]","[0, 1, 0, 0]"
"[ 0.04925191 -0.02360162 -0.00727462  0.04116684 -0.0494459   0.00132945
  0.09907149 -0.03228171 -0.00998675  0.00415526 -0.0274414   0.09095843
 -0.0919487   0.00605912 -0.10654744 -0.07464602  0.00748328 -0.09298848
  0.06636173  0.16124356 -0.13687448  0.0512024   0.00791529 -0.00633891
  0.01925463 -0.07363501  0.04807961 -0.00377198 -0.09272681 -0.0855115
 -0.09183771 -0.10283853 -0.11829861 -0.04179485 -0.08247779 -0.01940168
 -0.00742986 -0.15519101 -0.05993138  0.05416652  0.07290262 -0.01694613
  0.03118515 -0.00844124 -0.03107218 -0.05259492  0.02828298  0.05873692
  0.1151511  -0.07668852]","[1, 0, 0, 0]"
"[-0.0420996   0.03915101 -0.10431748  0.00585138  0.06613117  0.06905595
 -0.00150005 -0.00780456  0.0541305   0.00650697  0.00580814 -0.03717396
 -0.04147951  0.06209691 -0.0024867  -0.05252714  0.00646776  0.01461405
 -0.09188196  0.02854011  0.00217389  0.0240223  -0.09822623  0.02594889
 -0.03592065  0.01363864 -0.03204816 -0.02670641 -0.00292814  0.05477766
 -0.03695095 -0.03253076 -0.02130775  0.01048496  0.04261616  0.05494707
  0.01523123 -0.02384556 -0.03629954 -0.01853204 -0.01668828 -0.0174344
 -0.05909911  0.00432447 -0.03197132  0.05716193  0.05660209 -0.07070549
 -0.01396896 -0.08468571]","[0, 1, 0, 0]"
"[ 0.10833123 -0.07752547  0.01944852  0.00185881 -0.01279107  0.10698791
  0.06905358  0.01008554  0.13324952  0.03126012 -0.01086725 -0.03410076
  0.01682169 -0.06062675  0.12386055 -0.08032886 -0.10165165 -0.04815815
  0.02277716  0.08601882 -0.0767422   0.00183037  0.09967933  0.04309372
 -0.02018107 -0.02299359 -0.00832232 -0.04761401 -0.030509    0.04312973
 -0.15055481 -0.05553373  0.05257397 -0.07332715  0.02438817  0.02010809
 -0.02715683 -0.01387249  0.06562526  0.00669726 -0.04475805  0.0417135
  0.09819178  0.06453529  0.10624947  0.01906334 -0.00592707  0.06025351
  0.04683395 -0.0424479 ]","[1, 0, 0, 0]"
"[ 0.03256617  0.00323243  0.01225144  0.07405007  0.05580053  0.03081292
 -0.02481037 -0.06172751  0.07570689  0.05290685 -0.0468445  -0.01171117
 -0.0074536   0.07905114  0.06165273 -0.03765403 -0.05458876  0.03456712
 -0.0133162   0.05193653  0.05474342  0.01896342 -0.05057547 -0.01928525
 -0.02067621  0.00810242 -0.03024257  0.01842938 -0.01995113  0.01532078
 -0.078582   -0.00548534 -0.01092057  0.06772801 -0.06283617  0.02852407
 -0.04876866 -0.01479637 -0.03855707 -0.12748537  0.01360229 -0.031197
 -0.04489279  0.0341926   0.00404398 -0.01777638  0.01626676 -0.02144266
  0.03280887 -0.06499414]","[0, 1, 0, 0]"
"[ 0.01699181 -0.04364769  0.09524183 -0.02687138 -0.06065352 -0.08717184
 -0.03622969  0.07434578  0.05194779  0.02999706  0.05067319  0.02733859
  0.04891304 -0.01808677 -0.00981616  0.06897774 -0.02396173  0.0373369
  0.08887751 -0.02711959  0.03220802  0.03501967  0.01546153  0.02331383
  0.04704926  0.06769661  0.06509829 -0.05320572  0.04171197 -0.01489199
 -0.03793113  0.137041   -0.02298331  0.00449623 -0.03105231  0.02161112
 -0.01786052  0.02262799  0.04908083 -0.04091138  0.0117508  -0.05397643
 -0.02865249  0.03984308 -0.01951148 -0.03050597  0.01197724 -0.00491157
 -0.02393502  0.03563259]","[0, 1, 0, 0]"
"[ 0.08490946  0.01192274  0.04892711 -0.01411098  0.03952833 -0.12043686
 -0.03719468  0.06869726  0.02105575 -0.00423621 -0.04154176  0.0352118
  0.05637994  0.00885547  0.0008101   0.01116205 -0.03147657  0.03150728
  0.03578831  0.06829904 -0.00253968  0.04735799  0.03329541  0.07029469
  0.04975424  0.01310633 -0.00888604 -0.01599446  0.06933997 -0.00626684
 -0.0657862   0.06943267 -0.0490156   0.0999571   0.03833117  0.02029104
 -0.05363456 -0.05149086  0.02823139 -0.01277003  0.01203174  0.00141794
 -0.00974271 -0.02930007  0.08571533 -0.04230189  0.02931402 -0.00709252
  0.05146714  0.04724758]","[0, 1, 0, 0]"
"[  1.25960942e-01  -5.77518210e-02   1.15615745e-01  -5.12401132e-03
  -7.59884286e-03  -1.96849198e-02   2.28611580e-02  -5.89186274e-02
   8.75891942e-02   1.45927359e-01   1.48142212e-02   4.47716261e-02
   7.71897806e-02  -2.02095863e-02   6.24150801e-02  -9.76363233e-03
  -1.20134198e-01  -6.93318951e-03   8.52838849e-02   8.25773009e-02
  -1.22292694e-01  -2.26531518e-02   1.17718916e-01   5.57146614e-02
   1.38503522e-01   2.92155390e-02   4.72821998e-02   7.18023819e-03
   7.08586996e-02  -8.97788306e-03  -1.30733930e-01  -7.00835377e-02
   1.26777834e-05  -5.34325215e-04  -1.07027236e-01   4.58735801e-03
  -1.33602737e-02  -4.45774320e-02  -4.50460233e-02   6.23182925e-02
   5.41471788e-02   3.45704377e-02  -7.79535807e-02   5.21818892e-02
   1.43635486e-01  -3.03584174e-02   1.79905325e-02  -2.67337094e-02
   1.11828920e-02   1.32073234e-02]","[0, 1, 0, 0]"
"[ 0.02080795  0.02479936 -0.06604279  0.06741487 -0.03916206  0.01323251
 -0.11376405  0.0103377  -0.01316251  0.01635062 -0.03886295  0.007831
 -0.02724347  0.05441179 -0.05289176 -0.01592226  0.03927451  0.02384089
 -0.0818911   0.03213452  0.01118744  0.06171262 -0.08546902 -0.01778096
 -0.00324496  0.00885284 -0.03091239  0.07759443  0.00430359 -0.01012629
 -0.03683552 -0.07337248  0.01690151  0.15351109  0.02977215  0.05416327
 -0.02936161  0.01989377  0.03820147 -0.04205218  0.06544274  0.03320349
 -0.03829322 -0.04192027  0.01137073 -0.0121923  -0.0052489  -0.10062425
  0.05662015 -0.0746148 ]","[1, 0, 0, 0]"
"[ 0.04963441  0.03244865  0.13620579 -0.05736668  0.00140176 -0.03460038
 -0.0521511  -0.06576326  0.0613247   0.03454957 -0.03490487  0.08378341
  0.04488119  0.04739258 -0.03986972  0.10319985  0.02846034  0.08069035
  0.01484109 -0.02330238 -0.04479153  0.01087686 -0.11561031  0.00234906
 -0.00137062  0.05949957  0.04925168  0.02522933  0.0599913  -0.06558224
 -0.08339554  0.08181572  0.00370628  0.12355056  0.09633892  0.05644497
  0.02404783 -0.14169769 -0.0016616  -0.12498113 -0.0151993  -0.05900063
  0.03946179  0.00896229  0.0595403   0.07060557  0.06642886 -0.02462577
  0.00484733 -0.02430355]","[0, 0, 1, 0]"
"[-0.12252916 -0.11677819 -0.05346295 -0.15814333  0.01603094  0.00235245
 -0.16728337  0.02979156 -0.01230257 -0.05074821 -0.04046486  0.04508204
 -0.08750527 -0.02526921  0.05802531 -0.01034728  0.13771955 -0.10890624
 -0.02658329  0.02894821 -0.08947611  0.14713325 -0.02557742  0.00423955
  0.06634897 -0.01218821  0.11558678  0.02624731 -0.02115316  0.05082032
 -0.08749843 -0.01677753  0.06264327  0.06649637 -0.06656577  0.03342208
  0.00706671 -0.02662919  0.0536119   0.01244527  0.02569875  0.1418601
 -0.09076732  0.01306827 -0.05590457 -0.0577811  -0.06806537 -0.07419769
 -0.02841744  0.01735492]","[1, 0, 0, 0]"
"[  9.20850081e-02  -1.04598241e-01   1.17605970e-01  -7.17690397e-02
  -1.47135780e-02   2.23785615e-02  -3.76070829e-04  -4.52786055e-02
   6.75376009e-02   4.13048352e-02   5.14244900e-02   2.35688630e-02
   5.00011022e-02  -1.53812751e-02   3.66684401e-03   3.78173811e-02
  -4.65485219e-02   2.55888545e-02   8.44997241e-02   2.10955622e-02
  -1.35498293e-01   5.42210147e-02   9.84839068e-02   1.79021561e-02
   3.28572278e-02   6.48085670e-02  -4.30415914e-02  -2.57438760e-02
  -2.06962126e-05   2.47454190e-02  -1.01177692e-01   2.80198955e-02
   5.76205404e-02   2.41037457e-02   4.47363127e-02   2.03057644e-02
  -1.07897776e-02  -5.26813291e-02  -1.63050597e-02  -8.77681389e-03
  -2.06307464e-02   1.19329812e-02   6.09119020e-02   5.73463671e-02
   9.32568525e-02  -2.43609576e-02  -3.90391409e-02   7.68249213e-02
  -3.87894524e-03   2.15226223e-02]","[0, 0, 1, 0]"
"[-0.0397452   0.10479584 -0.06142717 -0.00960252 -0.00997378  0.05777619
  0.00594034 -0.05894634 -0.1160464   0.12590999 -0.11811761  0.19310532
 -0.11672551 -0.15235572  0.17554642 -0.01475078  0.14018028 -0.02779036
  0.01083525  0.1314419  -0.08740001 -0.02420909 -0.08089039  0.02240231
  0.05832112 -0.00216336 -0.04847805 -0.01547896 -0.03825213 -0.18257255
 -0.31074824  0.04046351  0.01925795  0.09228684  0.06603206  0.04067977
 -0.00496465 -0.08845095 -0.10049068 -0.09071781 -0.00186767  0.17698961
 -0.06490158 -0.21324307 -0.00642229  0.02456451  0.03337818 -0.11122244
 -0.02083448  0.04349325]","[0, 1, 0, 0]"
"[-0.05628103 -0.01088748  0.00592618 -0.04979863  0.02323137  0.03965546
 -0.03169955  0.09454587 -0.08890693 -0.00471034 -0.06614881  0.02848363
 -0.07533827 -0.01135897 -0.00730443 -0.03074667 -0.03769956 -0.06990226
 -0.03752986  0.0845169  -0.03529959  0.13387578 -0.00806993 -0.03464949
  0.06737737 -0.06053964  0.06372766  0.02238108 -0.01608469 -0.00342075
 -0.12698311 -0.1396817   0.01899672 -0.12876898  0.07096894  0.02178883
  0.05050804 -0.0822738   0.0489745   0.00848567 -0.00404989  0.13638018
 -0.135767   -0.08935664  0.00284    -0.0652412   0.08496201 -0.02935992
 -0.02759896  0.11929372]","[1, 0, 0, 0]"
"[-0.0223031   0.0272136  -0.01607608 -0.08568114 -0.06598486  0.00528802
 -0.00836418  0.00703783  0.15059967  0.12991978 -0.03939616 -0.01497228
 -0.01807911  0.01288374  0.04221569 -0.1815718  -0.04908528 -0.08756936
  0.18782866  0.11621521  0.04600884  0.1770371  -0.04701429  0.02819283
 -0.08069232  0.0564214  -0.0635072  -0.10158633  0.0062615   0.01815422
 -0.12211848 -0.11905171 -0.0037944  -0.19259786 -0.08104091  0.09536934
  0.01994696 -0.19131049 -0.04819634 -0.0102647   0.12750165  0.04557927
  0.01324895 -0.14939122  0.1016817  -0.14379682 -0.04056298  0.07881038
 -0.03797694  0.13368356]","[1, 0, 0, 0]"
"[ 0.21609092 -0.26203921 -0.02662403 -0.00570275 -0.12064133  0.04124462
  0.06143975 -0.16473394  0.29427716 -0.10193088  0.10796238 -0.1886849
  0.34450148 -0.07844052  0.11381043  0.0755487  -0.10209641  0.00154931
  0.06237383  0.11665235 -0.21647059 -0.20269492  0.08945594  0.00661461
  0.04831617  0.13094442  0.077273    0.06973881 -0.05995881  0.00669386
 -0.2528509   0.04311009 -0.02824158  0.05211602 -0.10387706  0.00683154
  0.01115544  0.00651905 -0.0024729   0.10813242 -0.1217699  -0.03024522
  0.1531409   0.0960391   0.17804791  0.09185191  0.03146442  0.2360229
  0.01183619 -0.07759022]","[1, 0, 0, 0]"
"[ 0.00248092  0.09404189  0.01785754  0.09448902 -0.08190895  0.02467741
  0.13384922 -0.04548811  0.02553882 -0.10626362 -0.09492201  0.00671556
 -0.09247444  0.0500623   0.066211    0.05611077 -0.04721265  0.08922035
  0.11196633  0.1188693   0.02510859 -0.02461526 -0.05535518  0.21814606
  0.03925455 -0.04032284 -0.15792694  0.08847467 -0.0560167  -0.08682474
 -0.27864357 -0.09965846  0.09743876  0.00738071 -0.1172495  -0.01832581
  0.00357671 -0.00298468  0.14131448 -0.11003348  0.09113018  0.04422914
  0.05217079 -0.05503192  0.0810043  -0.06538726  0.16548502 -0.20527711
  0.1639716   0.2153153 ]","[1, 0, 0, 0]"
"[-0.12723689 -0.00212952 -0.07936495  0.01214596 -0.02623989 -0.04166049
 -0.14537857 -0.00887721 -0.06983789  0.01127869 -0.0195985   0.00771491
 -0.08034362 -0.05390574  0.0536522   0.03195489  0.08373092 -0.08797224
  0.10837275  0.04687811  0.03580155  0.06064913 -0.08686319  0.13581361
 -0.06085933  0.11302446  0.12948042 -0.12905796 -0.0455434  -0.00250623
 -0.00390304  0.07370971 -0.00536818  0.11110945  0.01366074  0.00895865
 -0.06588393 -0.00427959 -0.07770761 -0.09458177  0.07907003  0.00186494
 -0.05022665 -0.04431337 -0.01955898  0.02443405  0.02270658  0.01020406
 -0.11470745  0.06637003]","[1, 0, 0, 0]"
"[ 0.00758714  0.05500977  0.04210515  0.0333354   0.03128323 -0.02197391
  0.01483653  0.01771942  0.04020911 -0.02082362 -0.00328966 -0.00381559
 -0.03380734 -0.01052109  0.10554049 -0.03052407 -0.0629819   0.02031182
 -0.05447917  0.11704965  0.05203445  0.02888414  0.0137117  -0.04148229
  0.04042142  0.02785155 -0.03087    -0.04903539 -0.00068459  0.06591634
 -0.05507132 -0.0184354  -0.01903811  0.03902334 -0.01983036  0.00678081
  0.02724392 -0.00997234  0.04343335 -0.01954557  0.00928175 -0.03265991
  0.02444313 -0.09462488 -0.06873699  0.05060402  0.01772551  0.00904826
  0.00905477  0.02023043]","[0, 0, 1, 0]"
"[ 0.01488807  0.00971513  0.06718322  0.05529337 -0.05840018 -0.02970299
  0.03369859 -0.03658364  0.12341929 -0.07142169 -0.05167542 -0.03766236
 -0.013519    0.15193637  0.01211572  0.02118758 -0.16671889 -0.04226873
 -0.02028849  0.11615811 -0.0075693  -0.02404786 -0.02649311 -0.00376805
  0.02243657 -0.0024775   0.08396107  0.06946176  0.0371317   0.00363316
 -0.13874989  0.09724879 -0.04485198  0.13232779 -0.04980371  0.0631734
  0.1258549  -0.0398096  -0.24038078 -0.12525557  0.04799523 -0.02780313
  0.00319485 -0.14613493  0.15324154  0.05918297  0.07077684  0.08792727
  0.0427699   0.07645969]","[1, 0, 0, 0]"
"[ -1.14061947e-02   4.87543431e-02   9.89377774e-02   1.33581119e-01
  -1.04543004e-01   9.45226134e-05  -5.98807423e-02  -1.47577489e-01
   1.18590900e-01   7.52038604e-02   1.43632391e-01   4.42170147e-02
   7.61573624e-02   4.90152416e-03   5.12997910e-02   1.26206557e-01
  -8.39507322e-02   5.73306407e-02   9.08571906e-02  -1.62396575e-01
   9.32178035e-02  -1.37172781e-01  -7.85683470e-02  -2.06297157e-02
  -9.59977909e-02   1.85943717e-01  -1.08795491e-01  -6.95138203e-02
  -1.99230146e-02   2.40683258e-02  -9.66578532e-02  -3.78823638e-02
   5.78016567e-02   2.93130415e-02   1.25921342e-01  -1.26832980e-02
  -5.82010648e-02   1.56943568e-02  -9.89041405e-02  -1.01732023e-01
   8.62070814e-03  -3.43367893e-02   9.62647517e-02  -8.42116921e-02
   6.64438791e-02   1.91422384e-02   8.18124057e-02   1.40247800e-02
  -1.13783581e-01  -3.04365420e-02]","[1, 0, 0, 0]"
"[ 0.02662586  0.00492088  0.03065097 -0.01438387  0.16726184 -0.04700987
 -0.03215827 -0.07892512  0.0286217   0.01828851  0.04725533  0.13337778
 -0.00778976  0.04751774 -0.06555274  0.00971837  0.03008062 -0.00388972
  0.0115756   0.18695924 -0.0670617  -0.03003161  0.04799542  0.14573417
 -0.02234127 -0.02777425 -0.03394991 -0.11868905 -0.09753823  0.06258314
 -0.21166411 -0.1110338  -0.03582532 -0.01049572  0.03742028  0.02904002
 -0.0223139  -0.08095733 -0.11672166  0.12149431  0.08742004  0.15670385
 -0.19335488 -0.02415611  0.10350091 -0.05057617 -0.0656113  -0.08996528
  0.0304207   0.02125489]","[1, 0, 0, 0]"
"[-0.0010782   0.00036502  0.02185667  0.01430544 -0.00165593 -0.03825031
 -0.03088865  0.00543229  0.05508883  0.12058424  0.0510573   0.00071458
  0.04162917  0.01881028  0.09487351  0.10087724  0.08428316 -0.00390084
  0.13120188  0.06912256 -0.02468769  0.06493442  0.03388715  0.13746656
 -0.03722062  0.04444868  0.05318233 -0.04905901  0.01116717 -0.0349129
 -0.11800737  0.04935555 -0.1891092   0.13576662  0.01172708 -0.08137121
  0.00805993 -0.13654603 -0.01899333 -0.03070135 -0.00728573 -0.06742442
  0.01866789  0.00285978  0.05274337 -0.02539416 -0.03618822  0.08504025
  0.00749302 -0.03339378]","[0, 1, 0, 0]"
"[-0.09303707 -0.03495304  0.20195323  0.13781968 -0.01607624 -0.02831137
  0.0460761  -0.0970641   0.11699947  0.0608737  -0.04233668 -0.07424555
 -0.06876194  0.04193232 -0.1025662  -0.01990154 -0.0224904   0.05284855
  0.06001775  0.05032283 -0.03194961 -0.05673098 -0.00833682  0.07701669
  0.05487047  0.08673172  0.07211769  0.00151213 -0.03169486 -0.05719317
 -0.13205375  0.10860743  0.00634015  0.17196246  0.00112101  0.01889647
 -0.05117249  0.02303527 -0.02126635 -0.05430066  0.08189709  0.01946752
 -0.13185889 -0.06563224  0.08058885  0.04083791  0.13695367 -0.00916812
  0.10791989 -0.03550265]","[0, 0, 1, 0]"
